event_id,recording_id,audio_relative_path,label_mode,raw_class_label,class_id,onset_s,offset_s,source_start_fraction,source_end_fraction,source_event_length_s,source_row
datased:polyphonic:000011,S-0003,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0003.wav,polyphonic,Train,train,5.52,23.71,0.06,0.25,18.19,12
datased:polyphonic:000012,S-0003,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0003.wav,polyphonic,Voices,voices,27.88,47.82,0.29,0.5,19.93,13
datased:polyphonic:000013,S-0003,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0003.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,62.88,68.38,0.66,0.71,5.5,14
datased:polyphonic:000014,S-0003,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0003.wav,polyphonic,Voices,voices,68.62,95.62,0.72,1.0,27.0,15
datased:polyphonic:000015,S-0003,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0003.wav,polyphonic,Birds,birds,91.85,95.62,0.96,1.0,3.77,16
datased:polyphonic:000016,S-0004,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0004.wav,polyphonic,Train,train,0.0,24.49,0.0,0.23,24.49,17
datased:polyphonic:000017,S-0004,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0004.wav,polyphonic,Voices,voices,28.3,34.78,0.26,0.33,6.47,18
datased:polyphonic:000018,S-0004,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0004.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,28.76,29.86,0.27,0.28,1.1,19
datased:polyphonic:000019,S-0004,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0004.wav,polyphonic,Sirens and alarms,sirens_and_alarms,46.63,51.22,0.44,0.48,4.6,20
datased:polyphonic:000020,S-0004,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0004.wav,polyphonic,Train,train,56.34,85.47,0.53,0.8,29.13,21
datased:polyphonic:000021,S-0004,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0004.wav,polyphonic,Sirens and alarms,sirens_and_alarms,87.28,90.39,0.82,0.85,3.11,22
datased:polyphonic:000022,S-0004,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0004.wav,polyphonic,Train,train,90.26,106.96,0.84,1.0,16.7,23
datased:polyphonic:000023,S-0005,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0005.wav,polyphonic,Train,train,59.2,128.96,0.25,0.55,69.76,24
datased:polyphonic:000024,S-0005,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0005.wav,polyphonic,Jet aircrafts,jet_aircrafts,132.91,230.91,0.57,0.99,98.0,25
datased:polyphonic:000025,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,0.38,7.31,0.0,0.07,6.93,26
datased:polyphonic:000026,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,12.97,18.74,0.13,0.19,5.78,27
datased:polyphonic:000027,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Horn,horn,16.37,17.16,0.16,0.17,0.79,28
datased:polyphonic:000028,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,19.05,21.78,0.19,0.22,2.74,29
datased:polyphonic:000029,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,21.9,30.47,0.22,0.3,8.56,30
datased:polyphonic:000030,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,30.57,34.16,0.3,0.34,3.59,31
datased:polyphonic:000031,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,34.11,35.66,0.34,0.35,1.55,32
datased:polyphonic:000032,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Voices,voices,36.41,39.62,0.36,0.39,3.21,33
datased:polyphonic:000033,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,39.73,45.67,0.4,0.45,5.94,34
datased:polyphonic:000034,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Horn,horn,46.58,47.11,0.46,0.47,0.54,35
datased:polyphonic:000035,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,47.38,55.73,0.47,0.55,8.35,36
datased:polyphonic:000036,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Voices,voices,56.16,57.07,0.56,0.57,0.91,37
datased:polyphonic:000037,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Horn,horn,56.96,57.61,0.57,0.57,0.64,38
datased:polyphonic:000038,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Horn,horn,58.14,58.84,0.58,0.59,0.7,39
datased:polyphonic:000039,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,58.14,65.9,0.58,0.66,7.76,40
datased:polyphonic:000040,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Horn,horn,66.01,66.62,0.66,0.66,0.61,41
datased:polyphonic:000041,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Horn,horn,66.87,68.53,0.67,0.68,1.66,42
datased:polyphonic:000042,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,68.26,72.75,0.68,0.72,4.5,43
datased:polyphonic:000043,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Horn,horn,72.86,73.72,0.73,0.73,0.86,44
datased:polyphonic:000044,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,73.82,77.41,0.73,0.77,3.59,45
datased:polyphonic:000045,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,77.57,84.58,0.77,0.84,7.01,46
datased:polyphonic:000046,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Voices,voices,84.32,88.92,0.84,0.88,4.6,47
datased:polyphonic:000047,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,88.17,93.52,0.88,0.93,5.35,48
datased:polyphonic:000048,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Horn,horn,91.01,91.76,0.91,0.91,0.75,49
datased:polyphonic:000049,S-0006,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0006.wav,polyphonic,Voices,voices,94.27,99.89,0.94,0.99,5.62,50
datased:polyphonic:000050,S-0007,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0007.wav,polyphonic,Voices,voices,0.0,4.91,0.0,0.29,4.91,51
datased:polyphonic:000051,S-0007,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0007.wav,polyphonic,Workshop,workshop,0.0,3.51,0.0,0.21,3.51,52
datased:polyphonic:000052,S-0007,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0007.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,4.79,8.79,0.29,0.52,4.0,53
datased:polyphonic:000053,S-0007,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0007.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,9.09,11.72,0.54,0.7,2.62,54
datased:polyphonic:000054,S-0007,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0007.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,12.83,16.78,0.76,1.0,3.95,55
datased:polyphonic:000055,S-0008,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0008.wav,polyphonic,Voices,voices,0.77,2.9,0.02,0.06,2.13,56
datased:polyphonic:000056,S-0008,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0008.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,5.14,9.96,0.11,0.21,4.82,57
datased:polyphonic:000057,S-0008,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0008.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,10.02,14.07,0.21,0.3,4.06,58
datased:polyphonic:000058,S-0008,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0008.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,18.27,21.87,0.39,0.47,3.6,59
datased:polyphonic:000059,S-0008,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0008.wav,polyphonic,Voices,voices,22.01,23.86,0.47,0.51,1.84,60
datased:polyphonic:000060,S-0008,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0008.wav,polyphonic,Workshop,workshop,23.94,29.13,0.51,0.62,5.19,61
datased:polyphonic:000061,S-0008,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0008.wav,polyphonic,Workshop,workshop,30.75,38.35,0.66,0.82,7.6,62
datased:polyphonic:000062,S-0008,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0008.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,39.25,44.33,0.84,0.95,5.08,63
datased:polyphonic:000063,S-0008,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0008.wav,polyphonic,Horn,horn,45.78,46.32,0.98,0.99,0.54,64
datased:polyphonic:000064,S-0009,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0009.wav,polyphonic,Birds,birds,0.0,124.91,0.0,1.0,124.91,65
datased:polyphonic:000065,S-0009,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0009.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,0.85,10.72,0.01,0.09,9.87,66
datased:polyphonic:000066,S-0009,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0009.wav,polyphonic,Jet aircrafts,jet_aircrafts,23.55,35.24,0.19,0.28,11.69,67
datased:polyphonic:000067,S-0009,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0009.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,37.98,61.89,0.3,0.49,23.92,68
datased:polyphonic:000068,S-0009,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0009.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,74.8,100.46,0.6,0.8,25.66,69
datased:polyphonic:000069,S-0009,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0009.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,107.68,122.4,0.86,0.98,14.73,70
datased:polyphonic:000070,S-0010,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0010.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,0.0,20.51,0.0,0.24,20.51,71
datased:polyphonic:000071,S-0010,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0010.wav,polyphonic,Birds,birds,0.0,84.26,0.0,1.0,84.26,72
datased:polyphonic:000072,S-0010,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0010.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,32.5,43.92,0.39,0.52,11.42,73
datased:polyphonic:000073,S-0010,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0010.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,44.99,49.63,0.53,0.59,4.64,74
datased:polyphonic:000074,S-0010,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0010.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,55.24,63.56,0.66,0.75,8.31,75
datased:polyphonic:000075,S-0011,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,polyphonic,Voices,voices,0.0,88.0,0.0,1.0,88.0,76
datased:polyphonic:000076,S-0011,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,polyphonic,Horn,horn,12.47,13.11,0.14,0.15,0.64,77
datased:polyphonic:000077,S-0011,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,polyphonic,Horn,horn,20.3,29.41,0.23,0.33,9.11,78
datased:polyphonic:000078,S-0011,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,polyphonic,Horn,horn,36.07,38.95,0.41,0.44,2.88,79
datased:polyphonic:000079,S-0011,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,polyphonic,Horn,horn,48.48,49.38,0.55,0.56,0.91,80
datased:polyphonic:000080,S-0011,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,polyphonic,Horn,horn,50.77,52.47,0.58,0.6,1.7,81
datased:polyphonic:000081,S-0011,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,polyphonic,Horn,horn,57.11,57.8,0.65,0.66,0.69,82
datased:polyphonic:000082,S-0011,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,polyphonic,Horn,horn,59.93,64.4,0.68,0.73,4.47,83
datased:polyphonic:000083,S-0011,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,polyphonic,Horn,horn,64.94,65.9,0.74,0.75,0.96,84
datased:polyphonic:000084,S-0011,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,polyphonic,Horn,horn,73.67,76.97,0.84,0.87,3.3,85
datased:polyphonic:000085,S-0011,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,polyphonic,Horn,horn,79.11,88.0,0.9,1.0,8.89,86
datased:polyphonic:000086,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,0.0,0.84,0.0,0.01,0.84,87
datased:polyphonic:000087,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Birds,birds,0.62,1.62,0.01,0.02,1.0,88
datased:polyphonic:000088,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,1.84,2.79,0.02,0.03,0.94,89
datased:polyphonic:000089,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Birds,birds,3.07,3.95,0.03,0.04,0.89,90
datased:polyphonic:000090,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,3.9,4.9,0.04,0.05,1.0,91
datased:polyphonic:000091,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,6.17,6.79,0.07,0.07,0.61,92
datased:polyphonic:000092,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,6.51,23.0,0.07,0.25,16.49,93
datased:polyphonic:000093,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,9.01,9.45,0.1,0.1,0.44,94
datased:polyphonic:000094,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,11.39,12.12,0.12,0.13,0.72,95
datased:polyphonic:000095,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Birds,birds,12.45,15.22,0.14,0.17,2.78,96
datased:polyphonic:000096,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Birds,birds,18.5,27.0,0.2,0.29,8.5,97
datased:polyphonic:000097,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Birds,birds,29.49,57.92,0.32,0.63,28.43,98
datased:polyphonic:000098,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,29.88,41.21,0.33,0.45,11.33,99
datased:polyphonic:000099,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,46.32,47.93,0.5,0.52,1.61,100
datased:polyphonic:000100,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,52.04,53.04,0.57,0.58,1.0,101
datased:polyphonic:000101,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,55.92,56.64,0.61,0.62,0.72,102
datased:polyphonic:000102,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,57.37,58.37,0.63,0.64,1.0,103
datased:polyphonic:000103,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Jet aircrafts,jet_aircrafts,60.53,78.63,0.66,0.86,18.1,104
datased:polyphonic:000104,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Birds,birds,60.53,65.53,0.66,0.71,5.0,105
datased:polyphonic:000105,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,66.47,67.31,0.72,0.73,0.83,106
datased:polyphonic:000106,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,69.75,70.58,0.76,0.77,0.83,107
datased:polyphonic:000107,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,71.41,72.3,0.78,0.79,0.89,108
datased:polyphonic:000108,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Birds,birds,78.24,80.08,0.85,0.87,1.83,109
datased:polyphonic:000109,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,78.69,79.3,0.86,0.86,0.61,110
datased:polyphonic:000110,S-0012,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,polyphonic,Birds,birds,85.46,86.79,0.93,0.95,1.33,111
datased:polyphonic:000111,S-0013,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,polyphonic,Birds,birds,0.0,6.58,0.0,0.04,6.58,112
datased:polyphonic:000112,S-0013,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,polyphonic,Birds,birds,11.17,17.83,0.07,0.12,6.65,113
datased:polyphonic:000113,S-0013,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,polyphonic,Propeller aircrafts,propeller_aircrafts,12.2,104.81,0.08,0.68,92.61,114
datased:polyphonic:000114,S-0013,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,polyphonic,Birds,birds,21.58,31.89,0.14,0.21,10.31,115
datased:polyphonic:000115,S-0013,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,polyphonic,Birds,birds,33.76,35.36,0.22,0.23,1.59,116
datased:polyphonic:000116,S-0013,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,polyphonic,Birds,birds,59.26,97.56,0.38,0.63,38.31,117
datased:polyphonic:000117,S-0013,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,polyphonic,Birds,birds,98.25,126.56,0.63,0.82,28.31,118
datased:polyphonic:000118,S-0013,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,127.4,137.43,0.82,0.89,10.03,119
datased:polyphonic:000119,S-0013,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,polyphonic,Jet aircrafts,jet_aircrafts,137.43,141.18,0.89,0.91,3.75,120
datased:polyphonic:000120,S-0013,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,polyphonic,Birds,birds,141.18,150.18,0.91,0.97,9.0,121
datased:polyphonic:000121,S-0014,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,0.0,3.42,0.0,0.05,3.42,122
datased:polyphonic:000122,S-0014,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,1.94,13.24,0.03,0.2,11.3,123
datased:polyphonic:000123,S-0014,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,polyphonic,Workshop,workshop,3.09,4.12,0.05,0.06,1.03,124
datased:polyphonic:000124,S-0014,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,8.6,9.3,0.13,0.14,0.7,125
datased:polyphonic:000125,S-0014,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,10.82,11.35,0.16,0.17,0.53,126
datased:polyphonic:000126,S-0014,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,12.59,13.24,0.19,0.2,0.66,127
datased:polyphonic:000127,S-0014,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,13.57,45.55,0.2,0.67,31.98,128
datased:polyphonic:000128,S-0014,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,39.88,51.72,0.59,0.76,11.84,129
datased:polyphonic:000129,S-0014,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,47.24,48.14,0.7,0.71,0.9,130
datased:polyphonic:000130,S-0014,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,51.56,67.92,0.76,1.0,16.36,131
datased:polyphonic:000131,S-0015,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0015.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,0.0,5.92,0.0,0.07,5.92,132
datased:polyphonic:000132,S-0015,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0015.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,6.27,15.28,0.08,0.18,9.01,133
datased:polyphonic:000133,S-0015,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0015.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,16.09,19.59,0.19,0.24,3.51,134
