file_id,leakage_group,split
datasec:DATASEC/Birds/Birds-0007.wav,datasec:DATASEC/Birds/Birds-0007.wav,train
datasec:DATASEC/Birds/Birds-0008.wav,datasec:DATASEC/Birds/Birds-0008.wav,train
datasec:DATASEC/Birds/Birds-0009.wav,datasec:DATASEC/Birds/Birds-0009.wav,train
datasec:DATASEC/Birds/Birds-0010.wav,datasec:DATASEC/Birds/Birds-0010.wav,train
datasec:DATASEC/Birds/Birds-0011.wav,datasec:DATASEC/Birds/Birds-0011.wav,train
datasec:DATASEC/Birds/Birds-0012.wav,datasec:DATASEC/Birds/Birds-0012.wav,train
datasec:DATASEC/Birds/Birds-0013.wav,datasec:DATASEC/Birds/Birds-0013.wav,train
datasec:DATASEC/Birds/Birds-0014.wav,datasec:DATASEC/Birds/Birds-0014.wav,test
datasec:DATASEC/Birds/Birds-0015.wav,datasec:DATASEC/Birds/Birds-0015.wav,train
datasec:DATASEC/Birds/Birds-0016.wav,datasec:DATASEC/Birds/Birds-0016.wav,validation
datasec:DATASEC/Birds/Birds-0017.wav,datasec:DATASEC/Birds/Birds-0017.wav,validation
datasec:DATASEC/Birds/Birds-0018.wav,datasec:DATASEC/Birds/Birds-0018.wav,validation
datasec:DATASEC/Birds/Birds-0019.wav,datasec:DATASEC/Birds/Birds-0019.wav,train
datasec:DATASEC/Birds/Birds-0020.wav,datasec:DATASEC/Birds/Birds-0020.wav,train
datasec:DATASEC/Birds/Birds-0021.wav,datasec:DATASEC/Birds/Birds-0021.wav,train
datasec:DATASEC/Birds/Birds-0022.wav,datasec:DATASEC/Birds/Birds-0022.wav,train
datasec:DATASEC/Birds/Birds-0023.wav,datasec:DATASEC/Birds/Birds-0023.wav,train
datasec:DATASEC/Birds/Birds-0024.wav,datasec:DATASEC/Birds/Birds-0024.wav,train
datasec:DATASEC/Birds/Birds-0025.wav,datasec:DATASEC/Birds/Birds-0025.wav,train
datasec:DATASEC/Birds/Birds-0026.wav,datasec:DATASEC/Birds/Birds-0026.wav,train
datasec:DATASEC/Birds/Birds-0027.wav,datasec:DATASEC/Birds/Birds-0027.wav,train
datasec:DATASEC/Birds/Birds-0028.wav,datasec:DATASEC/Birds/Birds-0028.wav,test
datasec:DATASEC/Birds/Birds-0029.wav,datasec:DATASEC/Birds/Birds-0029.wav,train
datasec:DATASEC/Birds/Birds-0030.wav,datasec:DATASEC/Birds/Birds-0030.wav,test
datasec:DATASEC/Birds/Birds-0031.wav,datasec:DATASEC/Birds/Birds-0031.wav,train
datasec:DATASEC/Birds/Birds-0032.wav,datasec:DATASEC/Birds/Birds-0032.wav,train
datasec:DATASEC/Birds/Birds-0033.wav,datasec:DATASEC/Birds/Birds-0033.wav,validation
datasec:DATASEC/Birds/Birds-0034.wav,datasec:DATASEC/Birds/Birds-0034.wav,train
datasec:DATASEC/Birds/Birds-0035.wav,datasec:DATASEC/Birds/Birds-0035.wav,train
datasec:DATASEC/Birds/Birds-0036.wav,datasec:DATASEC/Birds/Birds-0036.wav,train
datasec:DATASEC/Birds/Birds-0037.wav,datasec:DATASEC/Birds/Birds-0037.wav,test
datasec:DATASEC/Birds/Birds-0038.wav,datasec:DATASEC/Birds/Birds-0038.wav,train
datasec:DATASEC/Birds/Birds-0039.wav,datasec:DATASEC/Birds/Birds-0039.wav,validation
datasec:DATASEC/Birds/Birds-0040.wav,datasec:DATASEC/Birds/Birds-0040.wav,train
datasec:DATASEC/Birds/Birds-0041.wav,datasec:DATASEC/Birds/Birds-0041.wav,train
datasec:DATASEC/Birds/Birds-0042.wav,datasec:DATASEC/Birds/Birds-0042.wav,train
datasec:DATASEC/Birds/Birds-0043.wav,datasec:DATASEC/Birds/Birds-0043.wav,test
datasec:DATASEC/Birds/Birds-0044.wav,datasec:DATASEC/Birds/Birds-0044.wav,test
datasec:DATASEC/Birds/Birds-0045.wav,datasec:DATASEC/Birds/Birds-0045.wav,train
datasec:DATASEC/Birds/Birds-0046.wav,datasec:DATASEC/Birds/Birds-0046.wav,train
datasec:DATASEC/Birds/Birds-0047.wav,datasec:DATASEC/Birds/Birds-0047.wav,train
datasec:DATASEC/Birds/Birds-0048.wav,datasec:DATASEC/Birds/Birds-0048.wav,train
datasec:DATASEC/Birds/Birds-0049.wav,datasec:DATASEC/Birds/Birds-0049.wav,train
datasec:DATASEC/Birds/Birds-0050.wav,datasec:DATASEC/Birds/Birds-0050.wav,train
datasec:DATASEC/Birds/Birds-0051.wav,datasec:DATASEC/Birds/Birds-0051.wav,train
datasec:DATASEC/Birds/Birds-0052.wav,datasec:DATASEC/Birds/Birds-0052.wav,train
datasec:DATASEC/Birds/Birds-0053.wav,datasec:DATASEC/Birds/Birds-0053.wav,train
datasec:DATASEC/Birds/Birds-0054.wav,datasec:DATASEC/Birds/Birds-0054.wav,validation
datasec:DATASEC/Birds/Birds-0055.wav,datasec:DATASEC/Birds/Birds-0055.wav,train
datasec:DATASEC/Birds/Birds-0056.wav,datasec:DATASEC/Birds/Birds-0056.wav,train
datasec:DATASEC/Birds/Birds-0057.wav,datasec:DATASEC/Birds/Birds-0057.wav,train
datasec:DATASEC/Birds/Birds-0058.wav,datasec:DATASEC/Birds/Birds-0058.wav,train
datasec:DATASEC/Birds/Birds-0059.wav,datasec:DATASEC/Birds/Birds-0059.wav,test
datasec:DATASEC/Birds/Birds-0060.wav,datasec:DATASEC/Birds/Birds-0060.wav,train
datasec:DATASEC/Birds/Birds-0061.wav,datasec:DATASEC/Birds/Birds-0061.wav,validation
datasec:DATASEC/Birds/Birds-0062.wav,datasec:DATASEC/Birds/Birds-0062.wav,train
datasec:DATASEC/Birds/Birds-0063.wav,datasec:DATASEC/Birds/Birds-0063.wav,test
datasec:DATASEC/Birds/Birds-0064.wav,datasec:DATASEC/Birds/Birds-0064.wav,validation
datasec:DATASEC/Birds/Birds-0065.wav,datasec:DATASEC/Birds/Birds-0065.wav,train
datasec:DATASEC/Birds/Birds-0066.wav,datasec:DATASEC/Birds/Birds-0066.wav,test
datasec:DATASEC/Birds/Birds-0067.wav,datasec:DATASEC/Birds/Birds-0067.wav,test
datasec:DATASEC/Birds/Birds-0068.wav,datasec:DATASEC/Birds/Birds-0068.wav,train
datasec:DATASEC/Birds/Birds-0069.wav,datasec:DATASEC/Birds/Birds-0069.wav,validation
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0001.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0001.wav,validation
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0002.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0002.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0003.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0003.wav,validation
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0004.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0004.wav,test
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0005.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0005.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0006.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0006.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0007.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0007.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0008.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0008.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0009.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0009.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0010.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0010.wav,test
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0011.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0011.wav,validation
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0012.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0012.wav,validation
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0013.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0013.wav,test
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0015.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0009.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0016.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0016.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0017.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0017.wav,validation
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0018.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0018.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0019.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0019.wav,test
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0020.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0020.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0021.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0021.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0022.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0022.wav,test
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0023.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0023.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0024.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0024.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0025.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0025.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0026.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0026.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0027.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0027.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0028.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0028.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0029.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0029.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0030.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0030.wav,validation
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0031.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0031.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0032.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0032.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0033.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0033.wav,test
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0034.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0034.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0035.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0035.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0036.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0036.wav,validation
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0038.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0038.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0039.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0039.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0040.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0040.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0041.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0041.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0042.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0042.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0043.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0043.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0044.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0044.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0045.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0045.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0046.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0046.wav,test
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0047.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0047.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0048.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0048.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0049.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0049.wav,train
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0050.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0050.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0001.wav,datasec:DATASEC/Chicken coop/Chicken coop-0001.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0002.wav,datasec:DATASEC/Chicken coop/Chicken coop-0002.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0003.wav,datasec:DATASEC/Chicken coop/Chicken coop-0003.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0004.wav,datasec:DATASEC/Chicken coop/Chicken coop-0004.wav,test
datasec:DATASEC/Chicken coop/Chicken coop-0005.wav,datasec:DATASEC/Chicken coop/Chicken coop-0005.wav,validation
datasec:DATASEC/Chicken coop/Chicken coop-0006.wav,datasec:DATASEC/Chicken coop/Chicken coop-0006.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0007.wav,datasec:DATASEC/Chicken coop/Chicken coop-0007.wav,test
datasec:DATASEC/Chicken coop/Chicken coop-0008.wav,datasec:DATASEC/Chicken coop/Chicken coop-0008.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0009.wav,datasec:DATASEC/Chicken coop/Chicken coop-0009.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0010.wav,datasec:DATASEC/Chicken coop/Chicken coop-0010.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0011.wav,datasec:DATASEC/Chicken coop/Chicken coop-0011.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0012.wav,datasec:DATASEC/Chicken coop/Chicken coop-0012.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0013.wav,datasec:DATASEC/Chicken coop/Chicken coop-0013.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0014.wav,datasec:DATASEC/Chicken coop/Chicken coop-0014.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0015.wav,datasec:DATASEC/Chicken coop/Chicken coop-0015.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0016.wav,datasec:DATASEC/Chicken coop/Chicken coop-0016.wav,test
datasec:DATASEC/Chicken coop/Chicken coop-0017.wav,datasec:DATASEC/Chicken coop/Chicken coop-0017.wav,validation
datasec:DATASEC/Chicken coop/Chicken coop-0018.wav,datasec:DATASEC/Chicken coop/Chicken coop-0018.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0019.wav,datasec:DATASEC/Chicken coop/Chicken coop-0019.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0020.wav,datasec:DATASEC/Chicken coop/Chicken coop-0020.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0021.wav,datasec:DATASEC/Chicken coop/Chicken coop-0021.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0022.wav,datasec:DATASEC/Chicken coop/Chicken coop-0022.wav,test
datasec:DATASEC/Chicken coop/Chicken coop-0023.wav,datasec:DATASEC/Chicken coop/Chicken coop-0023.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0024.wav,datasec:DATASEC/Chicken coop/Chicken coop-0024.wav,test
datasec:DATASEC/Chicken coop/Chicken coop-0025.wav,datasec:DATASEC/Chicken coop/Chicken coop-0025.wav,test
datasec:DATASEC/Chicken coop/Chicken coop-0026.wav,datasec:DATASEC/Chicken coop/Chicken coop-0026.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0027.wav,datasec:DATASEC/Chicken coop/Chicken coop-0027.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0028.wav,datasec:DATASEC/Chicken coop/Chicken coop-0028.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0029.wav,datasec:DATASEC/Chicken coop/Chicken coop-0029.wav,test
datasec:DATASEC/Chicken coop/Chicken coop-0030.wav,datasec:DATASEC/Chicken coop/Chicken coop-0030.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0031.wav,datasec:DATASEC/Chicken coop/Chicken coop-0031.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0032.wav,datasec:DATASEC/Chicken coop/Chicken coop-0032.wav,validation
datasec:DATASEC/Chicken coop/Chicken coop-0033.wav,datasec:DATASEC/Chicken coop/Chicken coop-0033.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0034.wav,datasec:DATASEC/Chicken coop/Chicken coop-0034.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0035.wav,datasec:DATASEC/Chicken coop/Chicken coop-0035.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0036.wav,datasec:DATASEC/Chicken coop/Chicken coop-0036.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0037.wav,datasec:DATASEC/Chicken coop/Chicken coop-0037.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0038.wav,datasec:DATASEC/Chicken coop/Chicken coop-0038.wav,test
datasec:DATASEC/Chicken coop/Chicken coop-0039.wav,datasec:DATASEC/Chicken coop/Chicken coop-0039.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0040.wav,datasec:DATASEC/Chicken coop/Chicken coop-0040.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0041.wav,datasec:DATASEC/Chicken coop/Chicken coop-0041.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0042.wav,datasec:DATASEC/Chicken coop/Chicken coop-0042.wav,validation
datasec:DATASEC/Chicken coop/Chicken coop-0043.wav,datasec:DATASEC/Chicken coop/Chicken coop-0043.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0044.wav,datasec:DATASEC/Chicken coop/Chicken coop-0044.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0045.wav,datasec:DATASEC/Chicken coop/Chicken coop-0045.wav,test
datasec:DATASEC/Chicken coop/Chicken coop-0046.wav,datasec:DATASEC/Chicken coop/Chicken coop-0046.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0047.wav,datasec:DATASEC/Chicken coop/Chicken coop-0047.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0048.wav,datasec:DATASEC/Chicken coop/Chicken coop-0048.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0049.wav,datasec:DATASEC/Chicken coop/Chicken coop-0049.wav,validation
datasec:DATASEC/Chicken coop/Chicken coop-0050.wav,datasec:DATASEC/Chicken coop/Chicken coop-0050.wav,validation
datasec:DATASEC/Chicken coop/Chicken coop-0051.wav,datasec:DATASEC/Chicken coop/Chicken coop-0051.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0052.wav,datasec:DATASEC/Chicken coop/Chicken coop-0052.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0053.wav,datasec:DATASEC/Chicken coop/Chicken coop-0053.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0054.wav,datasec:DATASEC/Chicken coop/Chicken coop-0054.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0055.wav,datasec:DATASEC/Chicken coop/Chicken coop-0055.wav,validation
datasec:DATASEC/Chicken coop/Chicken coop-0056.wav,datasec:DATASEC/Chicken coop/Chicken coop-0056.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0057.wav,datasec:DATASEC/Chicken coop/Chicken coop-0057.wav,train
datasec:DATASEC/Chicken coop/Chicken coop-0058.wav,datasec:DATASEC/Chicken coop/Chicken coop-0058.wav,validation
datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0001.wav,datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0001.wav,train
datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0002.wav,datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0002.wav,train
datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0003.wav,datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0003.wav,train
