file_id,audio_relative_path,feature_relative_path,audio_sha256,feature_sha256,mel_bins,frames,feature_config_sha256
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.npy,b5e4263012788325d954826b3df217384bfa8f9fc44d993ff56baa62c8db3248,11ceba32471be983f49851e4fea712028dbdc44cb216a8bb2f68077b81ce2207,64,8801,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.npy,8cd1095b2bde69a4cae7beca68d7ddfd9a12b3e19c410bc2bcaf46596c61b51f,748abffbfebb99962f49f322b3aa030a3b9503642486c4bc144e2a69bd95dfaa,64,9174,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.npy,48e29d6561a6722ef0dfd11b9838b462a6df651e49b73d5e9f56f4e6f699b62e,7e5a149a595fe1734e9fa87ccbe84d4bebcf6702f2515670572c2e9702764527,64,15487,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.npy,fd2b9877a820172f9ed568303303a90276e0d1357b39daabf02cfbb46152be5b,c862b504121360f991865c2c84b688804204759e4d2cce758886e2f585a76500,64,6792,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0015.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0015.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0015.npy,85d4c7d76ee4d8b615c1c82486ad13689f3084682357dc71eed17f3e1e6314e7,988ee5fd422bdecbd922a1db90753ce60722da0dfcb5ad80f64366639428632c,64,8275,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0016.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0016.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0016.npy,51abc7a3f7af48bc81cc9605c6048f08826888f7ff75471e267f88cb9b48397d,784ee3725eae62d9e27bfbbdb492aec32ccc6deea5229584799cb3408fbc1175,64,6083,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0017.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0017.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0017.npy,657412a49cbde07e5f3b82d04ad3bcd62a6cad70409acd69b3c53a751715a766,0543e66c3019fda9f95546d51cfe18cc4a45bce4a4fba4d5618bda2ee3dca236,64,10173,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0018.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0018.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0018.npy,e5ca1f16818653cb25d7c5ce50662f03a23a76ce0afe18525fbbdc810ba67f29,1d1fbf6ed1452621141d52a928496043543d6bdd79837b80f8378d3630171312,64,10700,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0019.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0019.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0019.npy,7979287c8855bfc441c0d9a3995cfe9e5a27799d50cb998f84ccd31f6d994e80,b6326b15b57729508a48ae15fb3bdac80b50f24baf5cc079ad7078bcc0e7d559,64,8102,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0020.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0020.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0020.npy,112ac9c3e4e1cdcca32749b72276679ceb63c715a765b41e29713718a03ef0bf,340ec244b3bc6c1914de06ba95bf9fec580829c4eec2767b6fdabfde5a0de020,64,12044,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0021.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0021.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0021.npy,e99fb056e426f0d3e027d24fda00b92111adc28ea3ebc5957fd83829fea16f97,e233b3d8735a713f4387c463f4b7156b3ec87eefc709b902a1687331f74fe477,64,12669,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0022.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0022.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0022.npy,e80a548e2009bb6b3b56ab703e620d7b7271fcbf7c3bfdd9c36f7b07fc53e928,231b0ff163b0e504491bba5a536f64f59648ab002d52cd97326d810e305df389,64,3202,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0023.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0023.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0023.npy,d47ce578a125cdf6e7c9fd6af79f357fd4274740fbe7d7035d0049b79127b94e,c69bc84364b3826a826e029a1f1e84af71dff76783b6c87f68850856aa5618c1,64,9865,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0024.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0024.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0024.npy,d45b9dab26775404b6cc121812e8fa21ad4e74b8e0b823bc09e23645131f31f4,dd6cf7b8b6fd40fbf2fa33d33dc93ca283a29b6720eccadc4f02cefe3e7a7c77,64,7681,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0025.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0025.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0025.npy,767e4ad995304c4d7d9c697ccdd57788ceae9948a76b9f5e029b4fd06e2c6051,230252f771dfbd741f19a72f2c11795bc4e6abf02f7efa05a9270b1a7c344445,64,9301,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0026.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0026.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0026.npy,110538b43d8f9bde230dbfb6fa200167db4e0cff61adb109ef9517b278776c12,dd7f93227cb77a90cca8e07ef002b567fdf95fc56cb2a31db5346ad78699af08,64,4096,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0027.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0027.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0027.npy,7b2ab65eceee388560701d18b453c7008fad6e6f2c00d27534cf453c4a247495,27b4cd3a94ca563cc4cc04404c98393e302f767261d21a819c076ccc01fbeeae,64,4774,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0028.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0028.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0028.npy,38d5137fb5ac02f10835403540b32d73f5f723e06d78302ebf10034d2f59ce5b,621656fec9dda6fa96a1979d25f7a5757a7446e995a3d6da1d7b9c690a518954,64,7878,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0029.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0029.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0029.npy,18c25cc1cd03446b93033e46d2e1e195f072ed5f3c85946b6721afc0a2568182,3fb3f6392f95ceee2db110cfc35ee35fb3463b7f94e66a828540891997e9f5c3,64,15275,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0030.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0030.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0030.npy,bb93a213e768d830f86155716053c37d2b7a57403a3d4816ed8168050fc179e6,f03d28b4ce101a0e8686fa45e777708ff8487982e46500c731fdf144c3c24506,64,14164,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0031.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0031.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0031.npy,4a0711c6157f722e412a5709b236428397ea62311482a0eab1b04456b1d59a77,9e3f64094e1d44ae9277361af790b4d3ac34866e984f6c6970848fcda6e67043,64,13529,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0032.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0032.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0032.npy,c1a7f3f6abb2e46440db486b41b48c30ee3968d79cfbd2199855101e49e993bc,ce0e88c779541c895cbc4d4bdd91e12d8f733bb8d8d619d71b99caae01ec970c,64,8984,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0033.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0033.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0033.npy,f85f56ec36584e7acdbecf90251b32ba5a61ad1497fd46045735c268644941c5,9f002fd0bbc8957740a719e4ec4b5834469768f9cdc64fe4585862fdfd439c6a,64,15360,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0034.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0034.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0034.npy,fb05bee502281861f9d0cc53b4197a758ca09cfff3f47f570816abe7f4472d6a,43d1b0bc784c221e96f9ba4e8c5532e2cc470134feb17ddfeb9ccf8385fd0fe9,64,4144,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0035.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0035.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0035.npy,cb589fdafef3c0362c1721b61d2be75115cae4beffea11b87cba2b38e3a2c7c9,f08a7b14a17a25d16791b898cf687d511006a990147f68106c942a06f4be3553,64,11814,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0036.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0036.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0036.npy,ee83bc8a1b47825b531cbfe01ece036b14728897711047bd9e5aa5d4d1337eb4,9549916dec3ab32be293470c9e807ba43b142031beafe29270fd2a08f92722fe,64,8998,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0037.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0037.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0037.npy,5eec03aa1a33df1b4699b56667637d6fb7ed5d0513af413a6965e0123bea5109,53e4e4a7b8745e339275e99f626b18c79e317c2a5597385471fb7dd62906bed3,64,4324,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0038.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0038.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0038.npy,ce75845534920d792141dfbc0df8cddd9bc27724677609bdc12b1378fae4c815,d008b0ab949ec957167dc3c7d288742e8967feff5528e7d1b4fffb3a5ca50d79,64,12827,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0039.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0039.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0039.npy,f366411a71589eb04adc6d0d5cacf60d735666abcc29753bbbbcaf432847e085,bfb152a4211d8ed1f420c432feb7bb6ece4d134b99a04f48c7860e7c9e108445,64,15912,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0040.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0040.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0040.npy,6162b81f43beed7e5135cce0d77c3470dcb69f8055a41b6ffa582c1ca9097a15,5ff842a7ad42af79cb531bc53eb08dfc548452bb524602d583d16de583b163b3,64,9351,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0041.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0041.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0041.npy,c11d97cad83f332b5d406528b9b95e22a3aaa85135d88a28b4b896b4cbe6abf9,55d8c493f4b71294388a87abb49b954c5933d5364a081ebc899cbc4131b92961,64,11994,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0042.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0042.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0042.npy,129a9d119db80621bfbb893336106d58279077d3945dd660f6a1201e7d96fa29,ee7e8c8d230682ac4eb59742b0471fdee3a6d9c41ce2cc99f4e834b104ee39fc,64,24458,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0043.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0043.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0043.npy,37e8bf877d1794ff9ca4cd932acfdf283d3ba285b4cc5746064d3a44e03daaa9,6388aa41c28f123ed9b3f96256bcfa5f3d814cb08635a38c774cc2f7be7b0636,64,12320,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0044.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0044.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0044.npy,279d74f5dc3b8da7d18a871b1060cf703afd48ab9567c2829ddac3992d3c7cca,14bdc6ef0dd6abe1f3552b0eec1a2502716eccae670d043aca848f96f43da3ef,64,9899,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0045.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0045.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0045.npy,8d458c627993f1d0afeef095ce0542f8a0f3521f92825305e0a5b34fa2ff67eb,a9650038ae77572ac01fe8bf61d9991993cd6754d1000a6f4c2806ec543017bb,64,8073,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0046.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0046.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0046.npy,d0f44500155f1c009207ba31ce1ab7397212c825208ffa2df591ae44407bc1ae,1de5653a44e3ca5503c3f2eb40f7bafd02faebf98842b47a3eb738de51de3135,64,15542,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0047.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0047.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0047.npy,a160fe8950d5dda0be87d0145762ce11a2f39e1b0b029ca346fb14f6abc0add2,50fc1142a7fe846e8f68125639959611f7c832d5fa6f366404a7126c49ccc765,64,10319,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0048.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0048.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0048.npy,bbfc1a405db3a63a977ce606ccb5c8e831b405f7d904f7940c5c86e5f4030a11,ad0e6dd1a3d361a053ea1e1dbea14d2bbc46fe7b5a36bd0fea39d3ead570abf4,64,11680,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.npy,f738cbbd4eec15daf0aad6a0d5b73c917612b4c16f1ec783465543fd6c77d932,f25fe5596c0933cc510166f58a00c5308cfbf4f033060cd096dd7c485f09ac33,64,14469,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.npy,e87adbe265d9ec97db215778850f043714f2ce2c4fef33d78936ad321dac6205,b374bbd51401292fdfd9da3d4a05368d7dd93c3d83324c62fb240fff906ee92b,64,13704,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.npy,0dc77bf81dd5eb5afd48eb2ceae6edf048bd31a7e7eb8086c859f79865332fa5,97fe7399181aab6e4bb1476471814ed848efd3bb6728d0b16edbe210225f2303,64,11191,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
