dataset,file_id,relative_path,bytes,sha256,sample_rate,channels,frames,duration_s,format,subtype
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0011.wav,7761644,b5e4263012788325d954826b3df217384bfa8f9fc44d993ff56baa62c8db3248,44100,1,3880800,88.0,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0012.wav,8091124,8cd1095b2bde69a4cae7beca68d7ddfd9a12b3e19c410bc2bcaf46596c61b51f,44100,1,4045540,91.73560090702948,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0013.wav,13659096,48e29d6561a6722ef0dfd11b9838b462a6df651e49b73d5e9f56f4e6f699b62e,44100,1,6829526,154.8645351473923,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0014.wav,5990184,fd2b9877a820172f9ed568303303a90276e0d1357b39daabf02cfbb46152be5b,44100,1,2995070,67.91541950113378,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0015.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0015.wav,7297924,85d4c7d76ee4d8b615c1c82486ad13689f3084682357dc71eed17f3e1e6314e7,44100,1,3648940,82.74240362811791,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0016.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0016.wav,5364878,51abc7a3f7af48bc81cc9605c6048f08826888f7ff75471e267f88cb9b48397d,44100,1,2682417,60.82578231292517,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0017.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0017.wav,8972460,657412a49cbde07e5f3b82d04ad3bcd62a6cad70409acd69b3c53a751715a766,44100,1,4486208,101.72807256235828,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0018.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0018.wav,9436746,e5ca1f16818653cb25d7c5ce50662f03a23a76ce0afe18525fbbdc810ba67f29,44100,1,4718351,106.99208616780045,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0019.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0019.wav,7145394,7979287c8855bfc441c0d9a3995cfe9e5a27799d50cb998f84ccd31f6d994e80,44100,1,3572675,81.01303854875283,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0020.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0020.wav,10622820,112ac9c3e4e1cdcca32749b72276679ceb63c715a765b41e29713718a03ef0bf,44100,1,5311388,120.43963718820862,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0021.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0021.wav,11173368,e99fb056e426f0d3e027d24fda00b92111adc28ea3ebc5957fd83829fea16f97,44100,1,5586662,126.68167800453514,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0022.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0022.wav,2823680,e80a548e2009bb6b3b56ab703e620d7b7271fcbf7c3bfdd9c36f7b07fc53e928,44100,1,1411818,32.01401360544218,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0023.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0023.wav,8700892,d47ce578a125cdf6e7c9fd6af79f357fd4274740fbe7d7035d0049b79127b94e,44100,1,4350424,98.64907029478458,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0024.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0024.wav,6773990,d45b9dab26775404b6cc121812e8fa21ad4e74b8e0b823bc09e23645131f31f4,44100,1,3386973,76.80210884353741,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0025.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0025.wav,8203092,767e4ad995304c4d7d9c697ccdd57788ceae9948a76b9f5e029b4fd06e2c6051,44100,1,4101524,93.00507936507937,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0026.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0026.wav,3611948,110538b43d8f9bde230dbfb6fa200167db4e0cff61adb109ef9517b278776c12,44100,1,1805952,40.951292517006806,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0027.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0027.wav,4210366,7b2ab65eceee388560701d18b453c7008fad6e6f2c00d27534cf453c4a247495,44100,1,2105161,47.73607709750567,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0028.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0028.wav,6948182,38d5137fb5ac02f10835403540b32d73f5f723e06d78302ebf10034d2f59ce5b,44100,1,3474069,78.77707482993198,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0029.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0029.wav,13472066,18c25cc1cd03446b93033e46d2e1e195f072ed5f3c85946b6721afc0a2568182,44100,1,6736011,152.74401360544218,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0030.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0030.wav,12492430,bb93a213e768d830f86155716053c37d2b7a57403a3d4816ed8168050fc179e6,44100,1,6246193,141.63702947845806,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0031.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0031.wav,11932446,4a0711c6157f722e412a5709b236428397ea62311482a0eab1b04456b1d59a77,44100,1,5966201,135.2880045351474,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0032.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0032.wav,7923266,c1a7f3f6abb2e46440db486b41b48c30ee3968d79cfbd2199855101e49e993bc,44100,1,3961611,89.83244897959183,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0033.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0033.wav,13546812,f85f56ec36584e7acdbecf90251b32ba5a61ad1497fd46045735c268644941c5,44100,1,6773384,153.59147392290248,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0034.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0034.wav,3654828,fb05bee502281861f9d0cc53b4197a758ca09cfff3f47f570816abe7f4472d6a,44100,1,1827392,41.43746031746032,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0035.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0035.wav,10419976,cb589fdafef3c0362c1721b61d2be75115cae4beffea11b87cba2b38e3a2c7c9,44100,1,5209966,118.13981859410431,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0036.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0036.wav,7936176,ee83bc8a1b47825b531cbfe01ece036b14728897711047bd9e5aa5d4d1337eb4,44100,1,3968066,89.978820861678,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0037.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0037.wav,3813530,5eec03aa1a33df1b4699b56667637d6fb7ed5d0513af413a6965e0123bea5109,44100,1,1906743,43.23680272108844,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0038.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0038.wav,11312784,ce75845534920d792141dfbc0df8cddd9bc27724677609bdc12b1378fae4c815,44100,1,5656370,128.262358276644,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0039.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0039.wav,14033844,f366411a71589eb04adc6d0d5cacf60d735666abcc29753bbbbcaf432847e085,44100,1,7016900,159.11337868480726,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0040.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0040.wav,8246744,6162b81f43beed7e5135cce0d77c3470dcb69f8055a41b6ffa582c1ca9097a15,44100,1,4123350,93.5,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0041.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0041.wav,10578138,c11d97cad83f332b5d406528b9b95e22a3aaa85135d88a28b4b896b4cbe6abf9,44100,1,5289047,119.93303854875283,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0042.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0042.wav,21571120,129a9d119db80621bfbb893336106d58279077d3945dd660f6a1201e7d96fa29,44100,1,10785538,244.57002267573696,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0043.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0043.wav,10866022,37e8bf877d1794ff9ca4cd932acfdf283d3ba285b4cc5746064d3a44e03daaa9,44100,1,5432989,123.19702947845805,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0044.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0044.wav,8730436,279d74f5dc3b8da7d18a871b1060cf703afd48ab9567c2829ddac3992d3c7cca,44100,1,4365196,98.98403628117914,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0045.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0045.wav,7119992,8d458c627993f1d0afeef095ce0542f8a0f3521f92825305e0a5b34fa2ff67eb,44100,1,3559974,80.72503401360544,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0046.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0046.wav,13707384,d0f44500155f1c009207ba31ce1ab7397212c825208ffa2df591ae44407bc1ae,44100,1,6853670,155.41201814058957,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0047.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0047.wav,9101052,a160fe8950d5dda0be87d0145762ce11a2f39e1b0b029ca346fb14f6abc0add2,44100,1,4550504,103.18603174603174,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0048.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0048.wav,10301012,bbfc1a405db3a63a977ce606ccb5c8e831b405f7d904f7940c5c86e5f4030a11,44100,1,5150484,116.79102040816326,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,12761262,f738cbbd4eec15daf0aad6a0d5b73c917612b4c16f1ec783465543fd6c77d932,44100,1,6380609,144.68501133786847,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,12086622,e87adbe265d9ec97db215778850f043714f2ce2c4fef33d78936ad321dac6205,44100,1,6043289,137.03603174603174,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,9870332,0dc77bf81dd5eb5afd48eb2ceae6edf048bd31a7e7eb8086c859f79865332fa5,44100,1,4935144,111.90802721088436,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0052.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0052.wav,11772546,64b053fdaf39544785b6d39d65d90d2e47c7da483650911959859aac8e9d5976,44100,1,5886251,133.47507936507935,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,16705482,c1e4c66efb1d48d1541b26038a2b1321cac2db6fa13abdf4f33ecb99feb6d2af,44100,1,8352719,189.4040589569161,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,10522308,57ff352869f28afeae9dac2df21a328eb52c13b3c1cf79e901ca6706656cafce,44100,1,5261132,119.30004535147393,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0055.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0055.wav,12008740,36ef3dc0ea0e42f42014f7222e0adeba15e585f1c674507a878355ba32d78e1a,44100,1,6004348,136.15301587301587,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,12031938,2ab191c392dea8cff986c79ed8ec7929fad9a9f3174aed3d2835ae8e9002282b,44100,1,6015947,136.41603174603173,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,10273936,a89a1fac967f2d4e6ba48e176becbda60e99498158ac802e94a6a450e45040b7,44100,1,5136946,116.48403628117914,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,11884364,21a5c7f6ece6c6ce84a2a756402fd3706b8451c6456954ff9dd0cc62172b01a0,44100,1,5942160,134.74285714285713,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,7983404,0d4199852c61ef4536e2ba84ac4b57fe0a1bc014818d7bdbf7b7d097a1ee4ad9,44100,1,3991680,90.51428571428572,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,10620362,4d9e163a799431ea20d21799cdb1795db43c31127a3b8d09ab9fb94a07322998,44100,1,5310159,120.41176870748299,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,15911212,2fd7256d3c45823e2f42b2f3b0592afc00b2a3f2dfa532e5a37ea35e147cdab1,44100,1,7955584,180.39873015873016,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0062.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0062.wav,10041072,6b4c1ca8e649ac34346833a0a6d9511d591024bb1751dad4d58a2b11591c9872,44100,1,5020514,113.84385487528344,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0063.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0063.wav,15876044,a8e8e8e8e127fd7a5d2da1529d16991d2ad444858f8043f6a3a5fc08f7a3476b,44100,1,7938000,180.0,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0064.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0064.wav,13594050,0544c24ef6073ffdb2c8ab59a2c924e0689077d7646bd1b32b8ac652504473a6,44100,1,6797003,154.127052154195,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0065.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0065.wav,13092000,71d7b644f12e3102537744e2db6ce04b06e824d2def24fa242fa94f17e2bf4ba,44100,1,6545978,148.4348752834467,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0066.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0066.wav,18645644,7499e3a77e2a210998536a220af6637023e726bbb508a6f9e6b519f5430fc5c3,44100,1,9322800,211.40136054421768,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0067.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0067.wav,10584044,e7e9bbb225356e665425fc2041eda8d952cd800ba2f6f1e1fd5c8a271db42491,44100,1,5292000,120.0,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0068.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0068.wav,8071488,1445c3bb29c6836423ceb625d235a6df4c42c4ed633f93866c052cc5787bbfdd,44100,1,4035722,91.51297052154194,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0069.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0069.wav,13230044,0c4d5888e585b87fa0d02ed962335fd44b007e4d2c525d2d17bf752bfa258d83,44100,1,6615000,150.0,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0070.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0070.wav,11122414,5fb0cbbc2c6bbbc1e415079c7d57d3a78239d5fe9d10bc1fbbe2f5ac037c9065,44100,1,5561185,126.10396825396825,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0071.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0071.wav,15876044,06ab33bea75aa6d698583761099363a0a0178f003873501c21b7f4b723d79bfd,44100,1,7938000,180.0,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0072.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0072.wav,13092000,7fcb7eeb8633449b13b4fbacebaae7ef615e5130bbbaac545da65ac6d28dabe8,44100,1,6545978,148.4348752834467,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0073.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0073.wav,14791250,e257dde578aedea36d6f7efbee2918a41dbfb2810b00e6f4699c0934e283d368,44100,1,7395603,167.70074829931974,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0074.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0074.wav,13169238,32a7d26380af512cda2b212e9ddf81398c3e2cc0a7322c741b0889e2aacd55ea,44100,1,6584597,149.310589569161,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0075.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0075.wav,13478194,51e48dfaef96fc4708e84b4b2206d24539d4e871e07b4cbb2f0dcef153c95834,44100,1,6739075,152.81349206349208,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0076.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0076.wav,8071488,1fd6a0f89a0d261bdbae32cb69b1f875dc4dbae5d2eec293221daf8ca1ae0b5a,44100,1,4035722,91.51297052154194,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0077.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0077.wav,6951526,46f8662f54b5c1f3a724af54ba57ca4f1e8424c98fd2a916953ac4511e78d8a0,44100,1,3475741,78.81498866213153,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0078.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0078.wav,6719810,960446092f96439a081a7730d1ca2bf0b1d7b0eacfeee0c33d9c981a56cab541,44100,1,3359883,76.1878231292517,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0079.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0079.wav,14984348,7718ee5ddcf134003ef5a388a486ccaf9531be8acc66a906f21deada5c62cf00,44100,1,7492152,169.89006802721087,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0080.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0080.wav,13230044,992d3b5f0c3bffda88c0bfa5c06cac43d3d97ec737afc6a77c9762a1792d2edd,44100,1,6615000,150.0,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0081.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0081.wav,14018864,68ac8ddddc48ab23fc483c95749fa25b2353711c2cd0255ad3d41a6d874ed8ed,44100,1,7009410,158.943537414966,WAV,PCM_16
datased,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0082.wav,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0082.wav,10581744,33a2c15df034ecf55228f218bc9aa53408060cfb49367a9e914ab1a0d75219b7,44100,1,5290850,119.97392290249434,WAV,PCM_16
